Date,Bag,Shots Left (est),Grinder Setting,Grind Adjusted,Grind Time,Initial Output (g),Total Output (g),Dose (g),Time Adj (sec),Top-Up Grind (g),Over Grind Removed (g),Bean Delta,Grind Waste (g),Beans Added (g),Dose Correction Type,Correction Amount (g),Output Delta (g),Temp,Pour Delay,Pour Time (sec),Scale Time,Yield (g),Ratio,Finished Shot,Rating,Preference Rating,Rating Difference,Average Rating and Preference Rating weighted to Preference,Rated,For Others,Reference Shot,Signature Shot,Drink Type,Shot Status,Shot Classification,Fault Status,Reference Shot Type,Expression Style,Daily Driver Count,Include in Analysis,Notes,Rating ( Valid Only ),Fault Notes,Bag Opened Date,Hopper Phase,Hopper Fullness,Hopper %,Hopper Range,Hopper Range Link,Hopper Link,Taste Zone,Zone,Zone Score,Taste Score,Agreement %,Flow Score,Model Flag,Time Gap (sec),Scale Zone,Flow Diagnostic,Pour Delay Window,Scale Time Window,Scale Offset,Drift Delta (sec),Shot Drift Status,Shot Quality Score,Shot Tier,Perfect Range Flag,Drift Warning,Hopper Zone,Hopper Drift Link,Hopper Impact Score,Hopper Correction Rule,Action Suggestion,Scale Calibration Reminder,Bag Calibration Reminder,Calculation,Baseline Unaided Output (g),Baseline Output Delta (g),Actual Dose Error (g),Hopper Threshold Flag,Hopper Behaviour,Hopper Severity,Top-Up Gap (g),Top-Up Recommendation,Grinder Initial Output for Charts (16-19g)
2026-06-05 4:30am,4,,2.33,,8.1,18.0,18.0,18.0,,,,-18.0,,,None,,0,94,6,25,24,36.6,2.03,checked,10.00,10.00,0.00,10.00,checked,,checked,checked,,Dialed In,"Balanced,Cacao Forward",Good,"Guest Worthy,Daily Driver",Refined Dynamic,1,1,"Exceptionally balanced expression of the Costa Rica. Mild acidity and light tannic structure provide interest without becoming dominant. Cacao remains present while avoiding excessive intensity or bitterness. Highly approachable and representative of the potential of well-prepared espresso. Selected as the Guest Reference Shot because it demonstrates the quality, balance, and flavor complexity possible in espresso without requiring an experienced palate to appreciate it.",10.00,,2026-05-30,Phase 2,57.30%,8.47%,50–75%,50–75%,"""MH Bag 4 June 2, 2026""",Center,Center,3,3,100.0%,91%,Match,1,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,1,1,Stable,97.3%,Elite,Target,Stable,Mid-High,,0,No hopper correction,No change,Update Bag Scale Range,,Outside,18.0,0.0,0.0,,,,0.0,,2.0
2026-06-05 11:00am,4,,2.33,,8.1,18.4,18.4,18.0,,,0.4,-18.4,,,Over → Trim,0.4,0,94,6,25,22,37.0,2.06,,4.00,1.00,3.00,2.20,checked,,,,,Good,,Good,,,0,1,"Final Interpretation — Sour Cooling Collapse

Initially somewhat drinkable when hot, with tannins reduced compared to expectation. As the shot cooled, balance deteriorated sharply. Cacao character became overwhelmed by tart, puckering acidity and a sour tea-like finish. The shot became progressively less enjoyable through the cooling curve and was ultimately abandoned. Despite extraction metrics being close to recent successful shots, sensory outcome was the worst in the project so far. Important negative reference point showing that this Costa Rica can collapse into dominant sourness during cooling even when the puck appears visually normal.",4.00,,2026-05-30,Phase 2,51.03%,8.47%,50–75%,50–75%,"""MH Bag 4 June 2, 2026""",Outside,Outside,1,1,100.0%,89%,Match,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,66.7%,Edge,,Drifting,Mid-High,Check Other Factors,1,No hopper correction,Review manually,,,Outside,18.0,0.4,0.0,Normal,50–75% → Stable,Stable,-0.4,,2.4
2026-06-06 5:00am,4,,2.33,,8.1,18.0,18.0,18.0,,,,-18.0,,,None,,0,94,6,25,,36.8,2.04,,6.00,5.00,1.00,5.40,checked,,,,,Good,Caramel Forward,Good,,,0,1,"initial presentation was good, a little strong, then sour when cooleing",6.00,,2026-05-30,Phase 2,45.17%,8.47%,30–50%,30–50%,"""MH Bag 4 June 2, 2026""",Outside,Outside,1,1,100.0%,,Match,,,,5 / 6.8 / 9,21 / 23.1 / 26,,,,,,,,Mid,,,Review manually,Review manually,,,Outside,17.9,0.0,0.0,,,,0.0,,2.0
2026-06-06 10:30am,4,,2.33,,8.1,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,5,24,22,35.8,1.99,,7.00,5.00,2.00,5.80,checked,,,,,Good,"Caramel Forward,Cacao Forward",Good,,,0,1,"cacao forward with slightly intense caramel, when cool switch to sour, shot would clear so made it difficult to distinguish",7.00,,2026-05-30,Phase 2,39.17%,8.47%,30–50%,30–50%,"""MH Bag 4 June 2, 2026""",Edge,Center,3,2,67.0%,89%,Mismatch,2,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,75.1%,Good,,Watch,Mid,,1,"Watch — if grinder output drops, add +0.1 sec",Review manually,,,Outside,17.9,0.3,0.0,Normal,30–50% → Stable,Stable,-0.3,,2.3
2026-06-06 7:00pm,4,,2.33,,8.1,17.8,18.4,18.0,0.2,0.6,0.4,-18.4,,,Under → Top-Up,0.6,-0,94,6,24,22,35.6,1.98,,7.00,5.00,2.00,5.80,checked,,,,,Good,"Caramel Forward,Cacao Forward",Good,,,0,1,"cacao forward with slightly intense caramel, when cool switch to sour, shot would clear so made it difficult to distinguish, both the shots were very difficult to distinguish, hence the higher rating",7.00,,2026-05-30,Phase 2,33.07%,8.47%,30–50%,30–50%,"""MH Bag 4 June 2, 2026""",Edge,Center,3,2,67.0%,89%,Mismatch,2,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,75.1%,Good,,Watch,Mid,,1,"Watch — if grinder output drops, add +0.1 sec",Review manually,,,Outside,17.9,-0.2,0.0,Normal,30–50% → Stable,Stable,0.2,No top-up,1.8
2026-06-07 5:00am,4,,2.33,,8.1,18.4,18.4,18.0,,,0.4,-18.4,,,Over → Trim,0.4,0,94,6,23,22,35.3,1.96,checked,10.00,9.00,1.00,9.40,checked,,checked,,,Dialed In,,Good,Structured Acidity,Dynamic Articulation,0,1,"technically excellent; well structured; strong opening presence; pronounced acidity arrives clearly and clears the finish. Less personally pleasant than Bag 4 Shot 21 because the acidity is stronger. Consistent to the end.  Just like the old Maxwell House Commercials jingle, ""Good to the last drop"".
All three of Yesterday’s sour shots likely due to puck prep/channeling, not grind.",10.00,,2026-05-30,Phase 2,26.93%,8.47%,15–30%,15–30%,"""MH Bag 4 June 2, 2026""",Center,Center,3,3,100.0%,89%,Match,1,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,96.7%,Elite,Target,Stable,Low,,1,Low hopper but stable — no change,Review manually,,,Outside,17.7,0.4,0.0,Normal,15–30% → Stable,Stable,-0.4,,2.4
2026-06-08 4:30am,4,,2.33,,8.1,18.7,18.7,18.0,,,0.7,-18.7,,,Over → Trim,0.7,1,94,8,26,23,36.7,2.04,checked,10.00,10.00,0.00,10.00,checked,,checked,checked,,Dialed In,"Caramel Forward,Rich & Creamy",Good,"Daily Driver,Guest Worthy",Rich Integrated,1,1,"The defining characteristic of the shot is not caramel itself, but the exceptional integration of all components into a balanced, creamy, rich espresso that clears beautifully and remains interesting without excess acidity, tannin, sweetness, or intensity.",10.00,,2026-05-30,Phase 2,20.80%,8.47%,15–30%,15–30%,"""MH Bag 4 June 2, 2026""",Center,Center,3,3,100.0%,99%,Match,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-0,-0,Stable,99.7%,Elite,Target,Stable,Low,,0,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.7,0.7,0.0,Normal,15–30% → Stable,Stable,-0.7,,2.7
2026-06-08 12:00pm,4,,2.33,,8.1,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,6,21,21,36.5,2.03,checked,7.00,6.00,1.00,6.40,checked,,,,,Good,"Concentrated,Caramel Forward",Good,,,0,1,"Rich espresso with a somewhat muddy presentation compared to the Signature Shot. Initial impression was stronger and less refined, with flavors appearing compressed and less clearly separated. Not overtly sour or bitter, but lacking the clarity, silky texture, and integrated progression of the Signature Shot. Drinkable and enjoyable, though the overall experience felt less defined and more muddled.",7.00,,2026-05-30,Phase 2,14.57%,8.47%,0–15%,0–15%,"""MH Bag 4 June 2, 2026""",Outside,Center,3,1,33.0%,79%,Mismatch,0,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-2,-2,Adjust — Grind finer,65.3%,Edge,,Drifting,Very Low,Likely Hopper Effect,2,Correct — add +0.1 to +0.2 sec or refill hopper,Grind finer,,,Outside,17.9,0.3,0.0,Normal,0–15% → Stable,Stable,-0.3,,2.3
2026-06-09 2:30am,4,14.5,,,,,,,,,,300.0,,300.0,None,,,,,,,,,,8.00,,,,,,checked,,,Hopper Refill,,Hopper Refill,,,0,,,,,2026-05-30,Phase 3,100.00%,86.97%,75–100%,75–100%,"""MH Bag 4 June 9, 2026""",,Review,0,,100.0%,,,,,,5 / 6.8 / 9,21 / 23.1 / 26,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-06-09 2:45am,4,14.5,2.33,,8.1,18.8,18.8,18.0,,,0.8,-18.8,,,Over → Trim,0.8,1,94,5,22,21,35.7,1.98,,5.00,3.00,2.00,3.80,checked,,,,,Good,Muddy,Good,,,0,1,Tasted muddy and sour after pouring. Fast times once again indicates to me that. finer grind is needed and the action suggestion here validates that,5.00,,2026-05-30,Phase 3,100.00%,86.97%,75–100%,75–100%,"""MH Bag 4 June 9, 2026""",Outside,Outside,1,1,100.0%,79%,Match,1,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-2,-2,Adjust — Grind finer,68.7%,Edge,,Drifting,High,Check Other Factors,0,No hopper correction,Grind finer,,,Outside,18.0,0.8,0.0,Normal,75–100% → Stable,Stable,-0.8,,2.8
2026-06-09 3:00am,4,14.5,2.10,,8.1,17.8,18.4,18.0,0.2,0.6,0.4,-20.3,1.9,,Under → Top-Up,0.6,-0,94,11,35,29,36.7,2.04,checked,5.00,3.00,2.00,3.80,checked,,,,,Good,"Bright Expression,Balanced",Good,,Bright Leaning,0,1,"Sensory Notes
THIS COFFEE HAD ME FOOLED RIGHT TILL THE LAST DROP

Initial Impression

* Pronounced bright acidity immediately apparent.
* Acidity initially perceived as brightness rather than sourness.
* Clean presentation with no bitterness.
* Shot appeared technically sound on first evaluation.

Mid-Palate

* Brightness dominates the flavor profile.
* Limited sweetness and body relative to the acidity.
* Acidity carries much of the coffee’s character.
* Without the acidity, the cup would feel relatively simple.

Cooling Evolution

* Acidity becomes slightly more pronounced as the shot cools.
* Lingering acidic note develops on the finish.
* Initially interpreted as bright acidity, but continued tasting suggests underlying sourness.
* Acidity lacks the pleasant wine-like quality experienced in previous successful shots.

Finish

* Clean overall finish.
* Mild but persistent sour edge remains after swallowing.
* Sourness is subtle and somewhat disguised rather than overtly sharp.

Final Assessment

* Initial classification as a Bright Expression candidate.
* Further tasting suggests mild sourness is present.
* Sourness likely masked by otherwise decent extraction characteristics.
* Not a preferred flavor profile.
* Acidity exceeds personal enjoyment threshold.
* Not currently considered a reference shot.
* Candidate for slightly finer grind and re-evaluation.

Coffee Log Summary

Bright, acidity-dominant espresso with a clean presentation. Initially perceived as bright rather than sour, but cooling revealed a lingering sour edge that became increasingly apparent. Acidity overshadowed sweetness and body, resulting in an unpleasant overall experience despite an otherwise competent extraction. Comparison to previous wine-like acidic shots suggests this acidity is not well integrated and likely includes a mild underextracted component. Further testing with a slightly finer grind recommended.",5.00,,2026-05-30,Phase 3,93.73%,86.97%,75–100%,75–100%,"""MH Bag 4 June 9, 2026""",Outside,Outside,1,1,100.0%,41%,Match,6,Slow,Slow,5 / 6.8 / 9,21 / 23.1 / 26,6,6,Adjust — Grind coarser,57.3%,Outside,,Drifting,High,Check Other Factors,0,No hopper correction,Grind coarser,,,Sweet Zone,18.0,-0.2,0.0,Normal,75–100% → Stable,Stable,0.2,No top-up,1.8
